Job Title,Company Name,Location,Salary Estimate,Job Description,Rating,Date Posted
Junior Data Analyst,CloudSystems,"Atlanta, GA",$75K-$125K,"Join CloudSystems as a Junior Data Analyst. Key skills required: Tableau, Docker, Google Cloud, Spark, Git.",3.8,2025-11-07
Junior Data Analyst,GreenEnergy,"Boston, MA",$80K-$128K,"Exciting opportunity for a Junior Data Analyst at GreenEnergy. Must have experience in Spark, Power BI, Snowflake, Jira.",4.0,2024-05-12
Business Intelligence Analyst,CloudSystems,"Boston, MA",$120K-$160K,"Join CloudSystems as a Business Intelligence Analyst. Key skills required: Git, Kubernetes, Snowflake.",3.5,2024-04-04
Data Engineer,CloudSystems,"Chicago, IL",$58K-$92K,"Exciting opportunity for a Data Engineer at CloudSystems. Must have experience in Excel, Looker, Machine Learning, Jira, Statistics.",3.1,2024-04-12
Junior Data Analyst,Delta Dynamics,"Boston, MA",$99K-$138K,"Exciting opportunity for a Junior Data Analyst at Delta Dynamics. Must have experience in Power BI, Statistics, Tableau, Machine Learning, Looker, Hadoop, Airflow, Excel.",3.4,2025-05-29
Analytics Consultant,Delta Dynamics,"Boston, MA",$108K-$123K,"Delta Dynamics is hiring a Analytics Consultant. You should know Python, Excel, SQL.",3.7,2025-12-23
Senior Data Analyst,Alpha Analytics,"Chicago, IL",$105K-$146K,"Join Alpha Analytics as a Senior Data Analyst. Key skills required: SQL, Spark, Python, Excel, Power BI, Jira.",3.9,2024-06-12
Analytics Consultant,CyberSecure,"San Francisco, CA",$107K-$142K,"Seeking a talented Analytics Consultant. Proficiency in Excel, AWS, SQL, Git, Tableau is a must.",4.1,2024-09-16
Data Engineer,Alpha Analytics,"Bangalore, IN",$82K-$108K,"We are looking for a Data Engineer to join our team. You will be working with Docker, Kubernetes, Google Cloud, Python, Tableau, Excel.",4.7,2025-07-11
Machine Learning Engineer,GreenEnergy,"Austin, TX",$50K-$78K,"Seeking a talented Machine Learning Engineer. Proficiency in Kubernetes, Power BI, SQL, R, Machine Learning, Python, Jira, Excel is a must.",3.7,2024-03-18
Product Analyst,EduTech,"Bangalore, IN",$70K-$82K,"Join EduTech as a Product Analyst. Key skills required: AWS, Azure, Airflow, Excel, Python, Statistics, Docker, Snowflake.",3.7,2024-11-05
BI Developer,Delta Dynamics,"Seattle, WA",$120K-$142K,"Exciting opportunity for a BI Developer at Delta Dynamics. Must have experience in Tableau, Hadoop, Excel, R, AWS, Airflow.",3.1,2024-05-21
Senior Data Analyst,Alpha Analytics,"Atlanta, GA",$66K-$116K,"Seeking a talented Senior Data Analyst. Proficiency in Machine Learning, Power BI, Python, R, Excel, Looker is a must.",5.0,2024-06-26
Junior Data Analyst,GreenEnergy,Remote,$98K-$120K,"GreenEnergy is hiring a Junior Data Analyst. You should know Python, SQL, Hadoop, Looker.",5.0,2025-06-10
Junior Data Analyst,FinancePlus,"Seattle, WA",$101K-$135K,"Join FinancePlus as a Junior Data Analyst. Key skills required: Power BI, AWS, Git, Spark, SQL, R, Machine Learning, Azure.",3.3,2024-03-14
Marketing Analyst,EduTech,"Austin, TX",$104K-$136K,"Seeking a talented Marketing Analyst. Proficiency in Python, Spark, Google Cloud, Docker, Looker, Azure, Machine Learning, Power BI is a must.",3.3,2024-09-23
Data Scientist,CloudSystems,"Los Angeles, CA",$105K-$115K,"Exciting opportunity for a Data Scientist at CloudSystems. Must have experience in Airflow, Git, R, Tableau, Statistics, Excel.",3.6,2025-09-17
BI Developer,CloudSystems,"Toronto, ON",$82K-$96K,"CloudSystems is hiring a BI Developer. You should know Docker, Kubernetes, R.",4.0,2025-04-21
Data Scientist,TechCorp,"New York, NY",$101K-$115K,"TechCorp is hiring a Data Scientist. You should know Airflow, SQL, Git, Hadoop, Kubernetes.",3.4,2024-08-26
Business Intelligence Analyst,EduTech,"Los Angeles, CA",$52K-$97K,"Exciting opportunity for a Business Intelligence Analyst at EduTech. Must have experience in Docker, Hadoop, Machine Learning, Spark, Power BI, Excel, Tableau, Python.",4.6,2024-01-05
BI Developer,DataWiz,"Bangalore, IN",$109K-$148K,"DataWiz is hiring a BI Developer. You should know Excel, Docker, Jira, Hadoop, Azure, AWS.",4.5,2024-04-17
Analytics Consultant,Innovate Solutions,"Denver, CO",$75K-$114K,"Exciting opportunity for a Analytics Consultant at Innovate Solutions. Must have experience in Spark, Jira, Hadoop, SQL, Kubernetes.",3.5,2025-06-02
Data Analyst,DataWiz,"Los Angeles, CA",$107K-$150K,"Join DataWiz as a Data Analyst. Key skills required: Spark, AWS, Snowflake, SQL, Azure.",3.6,2025-01-07
Product Analyst,DataWiz,"Boston, MA",$86K-$132K,"Join DataWiz as a Product Analyst. Key skills required: Machine Learning, Kubernetes, Power BI.",3.2,2025-07-04
Senior Data Analyst,Delta Dynamics,"Toronto, ON",$71K-$96K,"Exciting opportunity for a Senior Data Analyst at Delta Dynamics. Must have experience in Tableau, Power BI, Spark, Machine Learning, R.",4.1,2024-08-25
Data Engineer,DataWiz,"Atlanta, GA",$101K-$141K,"Join DataWiz as a Data Engineer. Key skills required: Jira, Git, Hadoop, AWS, Azure.",4.5,2024-09-30
Data Scientist,DataWiz,"Toronto, ON",$58K-$70K,"Seeking a talented Data Scientist. Proficiency in Google Cloud, Azure, Looker, Kubernetes, Python, Snowflake, Git is a must.",3.9,2024-01-13
Business Intelligence Analyst,FinancePlus,"Austin, TX",$84K-$127K,"Exciting opportunity for a Business Intelligence Analyst at FinancePlus. Must have experience in Looker, Git, Kubernetes, SQL, Docker, Airflow, R.",3.6,2024-05-02
Product Analyst,Gamma Group,"New York, NY",$109K-$137K,"Join Gamma Group as a Product Analyst. Key skills required: Kubernetes, Hadoop, Spark, AWS, R.",3.3,2025-07-08
Analytics Consultant,FinancePlus,"Atlanta, GA",$57K-$86K,"We are looking for a Analytics Consultant to join our team. You will be working with Docker, R, Snowflake, Git, Kubernetes.",4.5,2025-08-14
Junior Data Analyst,Gamma Group,"Los Angeles, CA",$85K-$110K,"Join Gamma Group as a Junior Data Analyst. Key skills required: Python, Spark, Airflow, Hadoop.",4.5,2024-05-23
Data Analyst,RetailGiants,"Denver, CO",$89K-$115K,"RetailGiants is hiring a Data Analyst. You should know SQL, Python, R, Statistics, Hadoop, Snowflake.",3.7,2025-10-31
Machine Learning Engineer,DataWiz,"Denver, CO",$55K-$72K,"Seeking a talented Machine Learning Engineer. Proficiency in Machine Learning, Jira, Docker, AWS, Git, R is a must.",3.2,2024-02-12
Analytics Consultant,Gamma Group,"Boston, MA",$88K-$110K,"Seeking a talented Analytics Consultant. Proficiency in Python, Spark, Docker, SQL, Machine Learning, Azure is a must.",3.4,2025-06-02
Senior Data Analyst,EduTech,"Denver, CO",$51K-$85K,"Seeking a talented Senior Data Analyst. Proficiency in Excel, Power BI, Kubernetes, Hadoop is a must.",4.9,2025-09-01
Product Analyst,Gamma Group,"Seattle, WA",$111K-$144K,"Join Gamma Group as a Product Analyst. Key skills required: Excel, Azure, Docker.",4.8,2024-01-13
Business Intelligence Analyst,GreenEnergy,"Atlanta, GA",$73K-$110K,"Seeking a talented Business Intelligence Analyst. Proficiency in Looker, Excel, Kubernetes, Spark, Airflow, Statistics is a must.",4.2,2024-05-26
Business Intelligence Analyst,HealthCare Inc.,"London, UK",$57K-$76K,"HealthCare Inc. is hiring a Business Intelligence Analyst. You should know Azure, Airflow, Power BI, Snowflake, AWS.",3.5,2024-11-10
Data Analyst,Beta Data,"Austin, TX",$119K-$133K,"Seeking a talented Data Analyst. Proficiency in AWS, Hadoop, SQL, Snowflake, Azure is a must.",4.6,2025-03-14
Marketing Analyst,HealthCare Inc.,"Seattle, WA",$102K-$122K,"HealthCare Inc. is hiring a Marketing Analyst. You should know Kubernetes, Tableau, Airflow, Python.",4.4,2024-12-11
Data Analyst,CloudSystems,"Denver, CO",$114K-$147K,"Exciting opportunity for a Data Analyst at CloudSystems. Must have experience in Tableau, Airflow, Power BI.",3.9,2025-11-21
Junior Data Analyst,CyberSecure,"Austin, TX",$77K-$100K,"CyberSecure is hiring a Junior Data Analyst. You should know Airflow, Kubernetes, Python, AWS.",3.6,2024-06-21
BI Developer,EduTech,"Boston, MA",$107K-$123K,"Seeking a talented BI Developer. Proficiency in Statistics, Excel, Tableau, Snowflake, Airflow is a must.",4.6,2024-06-24
Junior Data Analyst,CyberSecure,"Seattle, WA",$88K-$132K,"We are looking for a Junior Data Analyst to join our team. You will be working with Azure, Spark, Google Cloud, Airflow.",3.2,2024-04-27
Financial Analyst,Gamma Group,"Austin, TX",$66K-$109K,"Join Gamma Group as a Financial Analyst. Key skills required: Git, Excel, Google Cloud, Machine Learning, Azure, Airflow, Statistics.",3.9,2024-04-20
Financial Analyst,TechCorp,Remote,$98K-$133K,"Join TechCorp as a Financial Analyst. Key skills required: Jira, Looker, Hadoop, Spark, AWS, Python.",3.4,2025-09-30
Data Analyst,CloudSystems,"New York, NY",$77K-$107K,"We are looking for a Data Analyst to join our team. You will be working with Python, Statistics, Machine Learning, AWS, Spark, Jira, Snowflake, SQL.",4.2,2025-01-28
Business Intelligence Analyst,Delta Dynamics,"Toronto, ON",$70K-$113K,"Exciting opportunity for a Business Intelligence Analyst at Delta Dynamics. Must have experience in Spark, Tableau, AWS, Machine Learning, Docker, Hadoop, Python, Power BI.",3.4,2025-02-24
Financial Analyst,HealthCare Inc.,"Bangalore, IN",$97K-$111K,"Seeking a talented Financial Analyst. Proficiency in Airflow, Docker, Statistics, Google Cloud, R, Python, AWS is a must.",3.2,2024-09-25
Business Intelligence Analyst,EduTech,"Bangalore, IN",$51K-$70K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Machine Learning, Looker, R, Docker, Power BI, AWS.",4.6,2024-01-09
Junior Data Analyst,TechCorp,"Chicago, IL",$63K-$79K,"TechCorp is hiring a Junior Data Analyst. You should know Azure, Airflow, Looker, Docker, Git, Excel, Hadoop, Kubernetes.",4.7,2024-01-12
Senior Data Analyst,Delta Dynamics,"Bangalore, IN",$118K-$133K,"Seeking a talented Senior Data Analyst. Proficiency in AWS, Excel, Statistics, Machine Learning is a must.",4.8,2024-01-10
Financial Analyst,Beta Data,"Boston, MA",$54K-$79K,"Exciting opportunity for a Financial Analyst at Beta Data. Must have experience in Spark, Hadoop, Power BI, Git, R.",5.0,2024-01-23
Analytics Consultant,Innovate Solutions,"Los Angeles, CA",$85K-$106K,"Exciting opportunity for a Analytics Consultant at Innovate Solutions. Must have experience in Hadoop, Airflow, Statistics, Looker, Azure, R, Kubernetes, Excel.",3.6,2024-06-16
BI Developer,EduTech,"Austin, TX",$97K-$113K,"We are looking for a BI Developer to join our team. You will be working with Google Cloud, Looker, Hadoop, Excel, AWS.",3.7,2025-04-23
Analytics Consultant,CloudSystems,"Chicago, IL",$65K-$93K,"Seeking a talented Analytics Consultant. Proficiency in AWS, Spark, Airflow, Python is a must.",4.5,2025-05-15
Marketing Analyst,HealthCare Inc.,"New York, NY",$118K-$162K,"HealthCare Inc. is hiring a Marketing Analyst. You should know Tableau, Docker, Git.",3.2,2024-03-08
Financial Analyst,Gamma Group,"Los Angeles, CA",$61K-$79K,"Seeking a talented Financial Analyst. Proficiency in Looker, Azure, Spark is a must.",4.1,2024-01-28
Data Analyst,EduTech,"Bangalore, IN",$105K-$138K,"Exciting opportunity for a Data Analyst at EduTech. Must have experience in AWS, R, Power BI, Looker, Azure, Tableau, Statistics.",3.9,2024-10-23
BI Developer,CloudSystems,"Toronto, ON",$75K-$94K,"Seeking a talented BI Developer. Proficiency in Machine Learning, R, Jira, Airflow is a must.",5.0,2024-08-08
Senior Data Analyst,TechCorp,"Los Angeles, CA",$58K-$93K,"We are looking for a Senior Data Analyst to join our team. You will be working with Power BI, Docker, Kubernetes, R.",4.9,2024-02-25
Senior Data Analyst,DataWiz,Remote,$69K-$88K,"We are looking for a Senior Data Analyst to join our team. You will be working with Kubernetes, Python, Airflow, Looker, Hadoop, R.",3.7,2025-01-31
Senior Data Analyst,Alpha Analytics,"Bangalore, IN",$73K-$87K,"Join Alpha Analytics as a Senior Data Analyst. Key skills required: Machine Learning, Spark, SQL, Kubernetes, Git.",4.9,2025-08-30
Data Analyst,FinancePlus,"Austin, TX",$54K-$83K,"Seeking a talented Data Analyst. Proficiency in Python, Spark, Docker, Power BI, Google Cloud is a must.",4.3,2024-02-25
Machine Learning Engineer,FinancePlus,"Denver, CO",$112K-$134K,"Seeking a talented Machine Learning Engineer. Proficiency in Machine Learning, SQL, R, Git is a must.",3.5,2024-04-15
Data Engineer,Gamma Group,"Atlanta, GA",$64K-$101K,"Seeking a talented Data Engineer. Proficiency in Snowflake, Power BI, Hadoop is a must.",3.1,2025-10-16
Data Analyst,RetailGiants,"Berlin, DE",$111K-$132K,"Seeking a talented Data Analyst. Proficiency in Python, AWS, Git, Excel, Machine Learning, R, Statistics, Spark is a must.",4.4,2024-10-15
Data Engineer,CyberSecure,"Seattle, WA",$63K-$77K,"CyberSecure is hiring a Data Engineer. You should know Docker, Looker, AWS, Hadoop, Airflow, Azure.",3.3,2025-01-15
Marketing Analyst,TechCorp,"New York, NY",$68K-$83K,"Seeking a talented Marketing Analyst. Proficiency in Hadoop, Machine Learning, Snowflake, R, Tableau, Jira is a must.",3.9,2025-07-22
Machine Learning Engineer,Delta Dynamics,"San Francisco, CA",$93K-$124K,"Exciting opportunity for a Machine Learning Engineer at Delta Dynamics. Must have experience in Snowflake, Git, Looker, Hadoop, SQL, Machine Learning, Statistics.",3.4,2025-06-12
Data Engineer,Innovate Solutions,"Bangalore, IN",$78K-$96K,"We are looking for a Data Engineer to join our team. You will be working with Hadoop, Snowflake, Git, Spark.",4.3,2024-12-16
Product Analyst,HealthCare Inc.,"San Francisco, CA",$96K-$106K,"HealthCare Inc. is hiring a Product Analyst. You should know Spark, R, Python, Git, Snowflake, Looker, Tableau, Airflow.",3.5,2025-08-07
Data Engineer,RetailGiants,"Denver, CO",$107K-$157K,"We are looking for a Data Engineer to join our team. You will be working with Azure, Git, Python, Machine Learning, SQL, Google Cloud, AWS.",4.4,2025-10-22
Product Analyst,RetailGiants,"London, UK",$104K-$121K,"Exciting opportunity for a Product Analyst at RetailGiants. Must have experience in Snowflake, Statistics, Git, Google Cloud, R.",4.4,2024-11-20
Junior Data Analyst,Delta Dynamics,"Atlanta, GA",$115K-$157K,"Exciting opportunity for a Junior Data Analyst at Delta Dynamics. Must have experience in Jira, Hadoop, Python, Docker, Statistics, Looker.",4.0,2024-09-17
Machine Learning Engineer,Alpha Analytics,"New York, NY",$95K-$124K,"Join Alpha Analytics as a Machine Learning Engineer. Key skills required: Snowflake, Kubernetes, Spark, Tableau.",4.4,2025-10-07
Data Scientist,Alpha Analytics,"San Francisco, CA",$95K-$111K,"Join Alpha Analytics as a Data Scientist. Key skills required: Excel, Docker, Tableau, Statistics, R.",4.5,2025-07-29
Senior Data Analyst,Gamma Group,"Atlanta, GA",$78K-$127K,"Join Gamma Group as a Senior Data Analyst. Key skills required: Docker, SQL, Statistics, Python, AWS, Git, Azure, Excel.",3.6,2025-08-21
Product Analyst,CyberSecure,"Chicago, IL",$50K-$63K,"We are looking for a Product Analyst to join our team. You will be working with R, Docker, AWS, SQL, Machine Learning.",3.5,2024-09-21
Business Intelligence Analyst,GreenEnergy,"New York, NY",$101K-$132K,"Exciting opportunity for a Business Intelligence Analyst at GreenEnergy. Must have experience in Azure, AWS, Snowflake, Power BI, SQL, Kubernetes, Statistics.",3.5,2025-11-17
Machine Learning Engineer,TechCorp,"New York, NY",$112K-$139K,"Seeking a talented Machine Learning Engineer. Proficiency in R, Spark, Google Cloud, Looker, Hadoop, Statistics is a must.",3.7,2024-04-20
Data Analyst,TechCorp,"San Francisco, CA",$106K-$127K,"We are looking for a Data Analyst to join our team. You will be working with Azure, Power BI, Jira, Google Cloud, R, Kubernetes.",4.4,2024-01-10
BI Developer,HealthCare Inc.,"Chicago, IL",$108K-$157K,"We are looking for a BI Developer to join our team. You will be working with Machine Learning, Git, Snowflake.",4.4,2025-10-10
Marketing Analyst,FinancePlus,"Seattle, WA",$67K-$105K,"We are looking for a Marketing Analyst to join our team. You will be working with Power BI, Excel, Spark.",3.7,2024-03-30
Financial Analyst,Delta Dynamics,"Berlin, DE",$69K-$81K,"Exciting opportunity for a Financial Analyst at Delta Dynamics. Must have experience in Machine Learning, Python, Git, Kubernetes, Statistics, Tableau, R, Docker.",3.5,2024-07-20
Machine Learning Engineer,FinancePlus,"London, UK",$65K-$98K,"Exciting opportunity for a Machine Learning Engineer at FinancePlus. Must have experience in Statistics, R, Excel.",3.0,2025-09-23
Data Scientist,GreenEnergy,"Berlin, DE",$56K-$100K,"Exciting opportunity for a Data Scientist at GreenEnergy. Must have experience in Docker, Hadoop, Python, Jira, R.",3.2,2024-10-09
Business Intelligence Analyst,DataWiz,"Denver, CO",$51K-$81K,"Seeking a talented Business Intelligence Analyst. Proficiency in Excel, Docker, SQL, Statistics, Jira, Python, Machine Learning is a must.",3.7,2025-09-19
Business Intelligence Analyst,Beta Data,"Atlanta, GA",$95K-$134K,"Exciting opportunity for a Business Intelligence Analyst at Beta Data. Must have experience in Hadoop, Spark, Airflow, Snowflake, Looker, Azure.",3.9,2024-03-27
Senior Data Analyst,Innovate Solutions,"Boston, MA",$99K-$114K,"We are looking for a Senior Data Analyst to join our team. You will be working with Statistics, Hadoop, Azure, Kubernetes, Google Cloud.",4.9,2025-03-01
Data Scientist,DataWiz,"Boston, MA",$81K-$110K,"We are looking for a Data Scientist to join our team. You will be working with Looker, Google Cloud, R.",4.5,2025-12-25
